titel,authorLabel,date,langLabel,publisherLabel,genres,part_of_a_series
Asta's Book,Ruth Rendell,1993-03-25T00:00:00Z,English,Harmony Books,"mystery fiction, crime fiction",N
The Forbidden Garden,Eric Temple Bell,1947-01-01T00:00:00Z,English,Fantasy Press,science fiction,N
Snows of Darkover,Marion Zimmer Bradley,1994-01-01T00:00:00Z,English,DAW Books,fantasy,Y
Turning Point,Danielle Steel,2019-01-01T00:00:00Z,English,,romantic fiction,N
The Serpent of Venice,Christopher Moore,2014-04-22T00:00:00Z,English,William Morrow,"absurdist literature, comedy",N
Lindbergh,A. Scott Berg,1998-09-21T00:00:00Z,English,G. P. Putnam's Sons,"non-fiction, biography",N
The Hall of the Dead,L. Sprague de Camp,1967-01-01T00:00:00Z,English,,sword and sorcery,N
Minutes to Burn,Gregg Hurwitz,2001-01-01T00:00:00Z,English,,"dystopia, techno-thriller",N
The Hunters,Elman Service,1966-01-01T00:00:00Z,English,,popular science,N
The Moonstone Castle Mystery,Carolyn Keene,1963-01-01T00:00:00Z,English,Grosset & Dunlap,children's novel,Y
Horror Wears Blue,Lin Carter,1987-01-01T00:00:00Z,English,Doubleday,science fiction,N
"Fall; or, Dodge in Hell",Neal Stephenson,2019-06-04T00:00:00Z,English,,science fiction,N
Dark Matter,Garfield Reeves-Stevens,1990-01-01T00:00:00Z,English,,science fiction,N
Summer Love,Subin Bhattarai,2012-09-01T00:00:00Z,English,,romantic fiction,N
Jonnikin and the Flying Basket: French Folk and Fairy Tales,Ruth Manning-Sanders,1969-01-01T00:00:00Z,English,Dutton,fairy tale,N
The Second Machine Age,Erik Brynjolfsson,2014-01-01T00:00:00Z,English,W. W. Norton & Company,non-fiction,N
Doctor Dolittle and the Secret Lake,Hugh Lofting,1948-01-01T00:00:00Z,English,J. B. Lippincott & Co.,fantasy,Y
Fourteen Men,Mary Gilmore,1954-01-01T00:00:00Z,English,Angus & Robertson,poetry,N
Michael Robartes and the Dancer,William Butler Yeats,1921-01-01T00:00:00Z,English,,poetry,N
The Black History of the White House,Clarence Lusane,2010-11-01T00:00:00Z,English,City Lights,non-fiction,N
Pierre-Joseph Proudhon,George Woodcock,1956-01-01T00:00:00Z,English,Macmillan Inc.,biography,N
The Castle of Llyr,Lloyd Alexander,1966-01-01T00:00:00Z,English,Henry Holt and Company,"fantasy, high fantasy",Y
The Man Who Ate the Phoenix,"Edward Plunkett, 18th Baron of Dunsany",1949-01-01T00:00:00Z,English,Jarrold,fantasy,N
The Scarecrow Walks at Midnight,R. L. Stine,1994-01-01T00:00:00Z,English,Scholastic Corporation,"thriller, horror fiction",Y
Pronominalization in Bengali,Humayun Azad,2010-01-01T00:00:00Z,English,University of Dhaka,doctoral thesis,N
Siri and Me,Esmeralda Kosmatopoulos,2013-01-01T00:00:00Z,English,,electronic literature,N
The Fellowship of the Ring,J. R. R. Tolkien,1954-07-29T00:00:00Z,English,George Russell & Unwin,"fantasy, high fantasy",Y
In Other Worlds,A. A. Attanasio,1985-01-01T00:00:00Z,English,,science fiction,Y
The Liars' Club,Mary Karr,1995-01-01T00:00:00Z,English,Viking Press,memoir,N
Waking the Moon,Elizabeth Hand,1994-01-01T00:00:00Z,English,HarperCollins,fantasy,N
Sten Adventures Book 6: The Return of the Emperor,Chris Bunch,1990-01-01T00:00:00Z,English,Del Rey Books,science fiction,Y
Starfall,Stephen Baxter,2009-01-01T00:00:00Z,English,PS Publishing,hard science fiction,Y
Studies in peerage and family history.,J. Horace Round,1901-01-01T00:00:00Z,English,,literary non-fiction,N
The Birthgrave,Tanith Lee,1975-01-01T00:00:00Z,English,,fantasy literature,Y
The Tommyknockers,Stephen King,1987-11-10T00:00:00Z,English,,"horror fiction, science fiction",N
Sort Your Brain Out,Jack Lewis,2014-01-01T00:00:00Z,English,,self-help book,N
Children of the Mind,Orson Scott Card,1996-01-01T00:00:00Z,English,Tor Books,science fiction,Y
The Thief,Justin Scott,2012-03-06T00:00:00Z,English,,thriller,Y
The Saint and the Hapsburg Necklace,Leslie Charteris,1976-01-01T00:00:00Z,English,The Crime Club,mystery fiction,Y
The Grapes of Wrath,John Steinbeck,1939-04-14T00:00:00Z,English,Viking Press,realist novel,N
Seven Out of Time,Arthur Leo Zagat,1949-01-01T00:00:00Z,English,Fantasy Press,science fiction,N
Hate That Cat,Sharon Creech,2008-01-01T00:00:00Z,English,Bloomsbury Publishing,poetry,N
The War that Saved My Life,Kimberly Brubaker Bradley,2015-01-01T00:00:00Z,English,Dial Press,historical fiction,N
Death of a Colonial,Bruce Alexander Cook,1999-01-01T00:00:00Z,English,G. P. Putnam's Sons,"crime fiction, historical fiction",N
"Days of War, Nights of Love",CrimethInc.,2000-08-01T00:00:00Z,English,CrimethInc.,"essay collection, anthology",N
The Invisible Life of Addie LaRue,V. E. Schwab,2020-10-06T00:00:00Z,English,,fantasy novel,N
Moon of Mutiny,Lester del Rey,1961-01-01T00:00:00Z,English,Holt McDougal,science fiction,N
Missing May,Cynthia Rylant,1992-01-01T00:00:00Z,English,Grolier,children's novel,N
Insurrection,Thomas M. Reid,2002-12-01T00:00:00Z,English,Wizards of the Coast,fantasy literature,Y
The Gift,Danielle Steel,1994-07-01T00:00:00Z,English,Dell Publishing,romantic fiction,N
The Thin Line,Edward Atiyah,1951-01-01T00:00:00Z,English,,crime fiction,N
Murder in LaMut,Raymond E. Feist,2002-01-01T00:00:00Z,English,HarperCollins,fantasy,Y
The Philadelphia Negro,W.E.B. Du Bois,1899-01-01T00:00:00Z,English,University of Pennsylvania Press,non-fiction,N
Alongside Night,J. Neil Schulman,1979-10-16T00:00:00Z,English,,dystopia,N
The Mirage,Matt Ruff,2012-02-07T00:00:00Z,English,Harper,"alternate history, thriller",N
Sign of the Unicorn,Roger Zelazny,1975-02-01T00:00:00Z,English,Doubleday,fantasy,Y
Freakonomics,Steven D. Levitt,2005-01-01T00:00:00Z,English,,essay,N
The Flesh in the Furnace,Dean Koontz,1972-01-01T00:00:00Z,English,Bantam Books,horror fiction,N
Zendegi,Greg Egan,2010-01-01T00:00:00Z,English,,science fiction,N
4.50 from Paddington,Agatha Christie,1957-01-01T00:00:00Z,English,Collins Crime Club,"mystery fiction, detective fiction",N
Dragons of the Dwarven Depths,Tracy Hickman,2006-01-01T00:00:00Z,English,Wizards of the Coast,fantasy,N
The God Engines,John Scalzi,2009-01-01T00:00:00Z,English,Subterranean Press,"fantasy, science fiction",N
The Tough Guide To Fantasyland,Diana Wynne Jones,1996-01-01T00:00:00Z,English,,dictionary,N
Cost of Freedom,Noura Ghazi,2015-11-01T00:00:00Z,English,,"Book Sprint, edited volume",N
Intelligent Governance for the 21st Century,Nicolas Berggruen,2012-01-01T00:00:00Z,English,polity,non-fiction,N
The Dream Songs,John Berryman,1969-01-01T00:00:00Z,English,"Farrar, Straus and Giroux","American poetry, confessional poetry",N
Hellhole,Brian Herbert,2011-03-15T00:00:00Z,English,Tor Books,science fiction,N
The Lost Fleet: Fearless,John G. Hemry,2007-01-01T00:00:00Z,English,Ace Books,science fiction,Y
The Church of Satan,Blanche Barton,1990-01-01T00:00:00Z,English,,biography,N
The Werewolf of Ponkert,H. Warner Munn,1958-01-01T00:00:00Z,English,"Donald M. Grant, Publisher",horror literature,N
The Death of Economics,Paul Ormerod,1994-01-01T00:00:00Z,English,St. Martin's Press,economics,N
She Died a Lady,John Dickson Carr,1943-01-01T00:00:00Z,English,William Morrow and Company,"detective fiction, mystery fiction",Y
"Poirot, O Golfe e o Crime",Agatha Christie,1923-01-01T00:00:00Z,English,The Bodley Head,"crime fiction, detective fiction",N
Crime no Campo de Golfe,Agatha Christie,1923-01-01T00:00:00Z,English,The Bodley Head,"crime fiction, detective fiction",N
The Big Eye,Max Simon Ehrlich,1949-01-01T00:00:00Z,English,,science fiction,N
Alcatraz Versus the Scrivener's Bones,Brandon Sanderson,2008-11-01T00:00:00Z,English,Scholastic Corporation,fantasy novel,Y
Dewey: The Small-Town Library Cat Who Touched the World,Vicki Myron,2008-01-01T00:00:00Z,English,,non-fiction,N
Hellhole,Kevin J. Anderson,2011-03-15T00:00:00Z,English,Tor Books,science fiction,N
The Enchanter Reborn,L. Sprague de Camp,1992-01-01T00:00:00Z,English,Baen Books,fantasy,Y
Winter Kills,Richard Condon,1974-05-01T00:00:00Z,English,Doubleday,comedy,N
The House of Dr. Edwardes,Hilary Saint George Saunders,1927-01-01T00:00:00Z,English,Hodder & Stoughton,thriller,N
In Watermelon Sugar,Richard Brautigan,1968-06-14T00:00:00Z,English,,"post-apocalyptic fiction, science fiction",N
Death of a Dissident,Alexander Goldfarb,2007-05-22T00:00:00Z,English,Free Press,biography,N
Treasure Fever!,Andy Griffiths,2008-04-01T00:00:00Z,English,Macmillan Publishers,children's novel,Y
Where the Mountain Meets the Moon,Grace Lin,2009-01-01T00:00:00Z,English,"Little, Brown and Company",fantasy,N
The Dead Father,Donald Barthelme,1975-01-01T00:00:00Z,English,"Farrar, Straus and Giroux",science fiction,N
Hidden in Plain Sight,Juha Suoranta,2010-01-01T00:00:00Z,English,,non-fiction,N
The Code of the Woosters,P. G. Wodehouse,1938-10-07T00:00:00Z,English,Doubleday,"comedy, humour",N
Memoirs of a Geisha,Arthur Golden,1997-09-27T00:00:00Z,English,Alfred A. Knopf,historical fiction,N
Skinner's Trail,Quintin Jardine,1994-01-01T00:00:00Z,English,Headline Publishing Group,crime fiction,N
"Tom Swift and His Wireless Message, or, The Castaways of Earthquake Island",Victor Appleton,1911-01-01T00:00:00Z,English,Grosset & Dunlap,adventure fiction,Y
The Extremes,Christopher Priest,1998-01-01T00:00:00Z,English,Simon & Schuster,science fiction,N
The American Flag: Two Centuries of Concord & Conflict,Whitney Smith,2006-01-01T00:00:00Z,English,,non-fiction,N
The Skeleton in the Clock,John Dickson Carr,1948-01-01T00:00:00Z,English,William Morrow and Company,crime fiction,Y
Ten Thousand Light-Years from Home,Alice Bradley Sheldon,1973-07-01T00:00:00Z,English,Ace Books,science fiction,N
Flowers for Algernon,Daniel Keyes,1959-04-01T00:00:00Z,English,Harcourt,"first-person narrative, epistolary novel, science fiction",N
Fast Second,Paul Geroski,2005-01-01T00:00:00Z,English,,non-fiction,N
Reamde,Neal Stephenson,2011-09-20T00:00:00Z,English,,"techno-thriller, thriller, science fiction",N
A Darkness in My Soul,Dean Koontz,1972-01-01T00:00:00Z,English,,"horror fiction, science fiction",N
Children of Blood and Bone,Tomi Adeyemi,2018-03-06T00:00:00Z,English,Henry Holt and Company,fantasy novel,N
The Ungoverned,Vernor Vinge,1985-01-01T00:00:00Z,English,,novella,N
The Glitch in Sleep,John Hulme,2007-09-18T00:00:00Z,English,Bloomsbury Publishing,fantasy literature,Y
Worldwar: Striking the Balance,Harry Turtledove,1996-11-05T00:00:00Z,English,Del Rey Books,"alternate history, science fiction",Y
Wolfskin,Juliet Marillier,2002-01-01T00:00:00Z,English,Macmillan Publishers,"historical fiction, fantasy literature",Y
Towers of Midnight,Brandon Sanderson,2010-11-02T00:00:00Z,English,Tor Books,"high fantasy, fantasy",Y
Behind the Evidence,Amelia Reynolds Long,1936-01-01T00:00:00Z,English,"Fantasy Publishing Company, Inc.",science fiction,N
Echo Round His Bones,Thomas M. Disch,1967-01-01T00:00:00Z,English,,science fiction,N
Malgudi Days,R. K. Narayan,1943-01-01T00:00:00Z,English,Indian Thought Publications,fiction,N
Zoo,Louis MacNeice,1938-01-01T00:00:00Z,English,Michael Joseph,Belletristic literature,N
Play Ball: Stories of the Ball Field,King Kelly,1888-01-01T00:00:00Z,English,,autobiography,N
Rivers of London,Ben Aaronovitch,2011-01-10T00:00:00Z,English,Victor Gollancz Ltd,urban fantasy,Y
Hollywood Causes Cancer,Tom Green,2004-01-01T00:00:00Z,English,Three Rivers Press,autobiography,N
Conflict of Interest (novel),David Crump,1997-01-01T00:00:00Z,English,Strawberry Hill Press,thriller,N
Saint Joan of Arc,Vita Sackville-West,1936-01-01T00:00:00Z,English,,biography,N
The Lost Symbol,Dan Brown,2009-09-15T00:00:00Z,English,Doubleday,"suspense, crime fiction, mystery fiction",Y
Unnatural Selection,Mel Odom,1999-06-01T00:00:00Z,English,Pocket Books,horror fiction,Y
The Consumer's Guide to Effective Environmental Choices,Michael Brower,1999-01-01T00:00:00Z,English,Three Rivers Press,environmentalism,N
Liberty 1784: The Second War for Independence,Robert Conroy,2014-01-01T00:00:00Z,English,,alternate history,N
The Last One Left,John D. MacDonald,1967-01-01T00:00:00Z,English,Doubleday,mystery fiction,N
Winter Journal,Paul Auster,2012-08-21T00:00:00Z,English,Henry Holt and Company,memoir,N
Summer and the City,Candace Bushnell,2011-04-26T00:00:00Z,English,HarperCollins,"young adult novel, epistolary novel",N
Precious Gifts,Danielle Steel,2015-01-01T00:00:00Z,English,,romantic fiction,N
La politique du mâle,Kate Millett,1970-01-01T00:00:00Z,English,Doubleday,literary criticism,N
The Pendragon Protocol,Philip Purser-Hallard,2014-01-01T00:00:00Z,English,,urban fantasy,N
Mutants of the Yucatan,Erick Wujcik,1990-01-01T00:00:00Z,English,Palladium Books,"post-apocalyptic fiction, tabletop role-playing game, science fiction",Y
Tarzan Triumphant,Edgar Rice Burroughs,1931-01-01T00:00:00Z,English,"Edgar Rice Burroughs, Inc.",fantasy,Y
In the Cage,Henry James,1898-01-01T00:00:00Z,English,Gerald Duckworth and Company,novella,N
Time Slave,John Norman,1975-01-01T00:00:00Z,English,DAW Books,"chuanyue, historical fiction",N
Aristotle and Dante Discover the Secrets of the Universe,Benjamin Alire Sáenz,2012-01-01T00:00:00Z,English,,LGBT literature,N
"Tom Swift In The Land of Wonders, Or, The Underground Search For the Idol of Gold",Victor Appleton,1917-01-01T00:00:00Z,English,Grosset & Dunlap,adventure fiction,Y
Proposals Relating to the Education of Youth in Pensilvania,William Pepper,1931-01-01T00:00:00Z,English,University of Pennsylvania Press,non-fiction,N
"I, the Jury",Mickey Spillane,1947-01-01T00:00:00Z,English,New American Library,crime fiction,N
The Death Guard,Philip George Chadwick,1939-01-01T00:00:00Z,English,,science fiction,N
Project Hail Mary,Andy Weir,2021-05-04T00:00:00Z,English,Ballantine Books,science fiction,N
Flashman's Lady,George MacDonald Fraser,1977-01-01T00:00:00Z,English,Barrie & Jenkins,historical fiction,Y
How I Killed Pluto and Why It Had It Coming,Michael E. Brown,2010-01-01T00:00:00Z,English,,memoir,N
The Measure of Civilization,Ian Morris,2013-01-01T00:00:00Z,English,Profile Books,non-fiction,N
The Golden Dog,William Kirby,1877-01-01T00:00:00Z,English,,historical fiction,N
Stainless Longganisa,Bob Ong,2005-12-01T00:00:00Z,English,,"culture of the Philippines, humour",N
The Black Swan,Mercedes Lackey,1999-01-01T00:00:00Z,English,DAW Books,fantasy,N
The Great Stagnation,Tyler Cowen,2011-01-25T00:00:00Z,English,,non-fiction,N
I Married Wyatt Earp,Glenn Boyer,1976-01-01T00:00:00Z,English,Sinclair-Stevenson Ltd,memoir,N
A Walk in Wolf Wood,Mary Stewart,1980-01-01T00:00:00Z,English,Hodder & Stoughton,historical fiction,N
Star Wars: The High Republic: Into the Dark,Claudia Gray,2021-02-02T00:00:00Z,English,Disney Publishing Worldwide,science fiction literature,N
The Fractal Prince,Hannu Rajaniemi,2012-01-01T00:00:00Z,English,,science fiction,Y
Jezebel's War With America,Michael L. Brown,2019-08-06T00:00:00Z,English,Frontlines Publishing,non-fiction,N
High Sorcery,Andre Norton,1970-01-01T00:00:00Z,English,Ace Books,fantasy,N
Destroyer of Worlds,Larry Niven,2009-11-10T00:00:00Z,English,Tor Books,science fiction,Y
Rocket Jockey,Lester del Rey,1952-01-01T00:00:00Z,English,,science fiction,N
The Summer Tree,Guy Gavriel Kay,1984-01-01T00:00:00Z,English,McClelland & Stewart,fantasy literature,Y
Damned,Chuck Palahniuk,2011-09-01T00:00:00Z,English,Jonathan Cape,novel,N
"Marine painting: images of sail, sea and shore",James Taylor,1995-01-01T00:00:00Z,English,,literary non-fiction,N
Building Harlequin's Moon,Larry Niven,2005-06-01T00:00:00Z,English,Tor Books,science fiction,N
What Video Games Have to Teach Us About Learning and Literacy,James Paul Gee,2007-12-26T00:00:00Z,English,Palgrave Macmillan,essay,N
Longitudes and Attitudes,Thomas Friedman,2002-01-01T00:00:00Z,English,,non-fiction,N
Merlin Effect,T. A. Barron,2004-09-28T00:00:00Z,English,,fantasy,N
In Fire Forged,David Weber,2011-02-01T00:00:00Z,English,,military science fiction,Y
Last Sacrifice,Richelle Mead,2010-12-07T00:00:00Z,English,Penguin Group,"romantic fiction, urban fantasy, paranormal romance, fantasy, horror literature, dark fantasy",Y
Security Analysis,David Dodd,1934-01-01T00:00:00Z,English,S&P Global,non-fiction,N
AIDS and Its Metaphors,Susan Sontag,1989-01-01T00:00:00Z,English,"Farrar, Straus and Giroux",essay,N
Prodigy,Marie Lu,2013-01-29T00:00:00Z,English,G. P. Putnam's Sons,"dystopia, young adult novel, science fiction",Y
Send for the Saint,Leslie Charteris,1977-01-01T00:00:00Z,English,Hodder & Stoughton,novella,Y
The Incomplete Enchanter,Fletcher Pratt,1941-01-01T00:00:00Z,English,Henry Holt and Company,fantasy,Y
"""Collectors, Forgers — And A Writer: A Memoir""",James A. Michener,1983-01-01T00:00:00Z,English,,memoir,N
The Merchant of Venice,William Shakespeare,1600-01-01T00:00:00Z,English,,tragicomedy,N
The Dark Portal,Robin Jarvis,1989-01-01T00:00:00Z,English,Headline Publishing Group,fantasy,Y
The Secret Bedroom,R. L. Stine,1991-01-01T00:00:00Z,English,,thriller,N
Pity the Nation,Robert Fisk,1990-01-01T00:00:00Z,English,Oxford University Press,historiography,N
Cold Asylum,Laurence James,1994-04-01T00:00:00Z,English,Harlequin Enterprises,science fiction,Y
Indiana Jones and the White Witch,Martin Caidin,1994-01-01T00:00:00Z,English,,adventure fiction,N
Against Religion: The Atheist Writings of H.P. Lovecraft,H. P. Lovecraft,2010-04-21T00:00:00Z,English,,essay,N
New York 2140,Kim Stanley Robinson,2017-01-01T00:00:00Z,English,,science fiction,N
1635: The Dreeson Incident,Eric Flint,2008-12-16T00:00:00Z,English,Baen Books,alternate history,Y
The Four-Dimensional Nightmare,J. G. Ballard,1963-01-01T00:00:00Z,English,Victor Gollancz Ltd,science fiction,N
The Thief Queen's Daughter,Elizabeth Haydon,2007-06-26T00:00:00Z,English,Starscape,fantasy,Y
The Trail of Cthulhu,August Derleth,1962-01-01T00:00:00Z,English,Arkham House,"horror literature, fantasy",N
The Day of the Jackal,Frederick Forsyth,1971-06-07T00:00:00Z,English,Viking Press,"espionage novel, historical fiction, thriller",N
Sten Adventures Book 8: Empire's End,Allan Cole,1993-01-01T00:00:00Z,English,Del Rey Books,science fiction,Y
Firestarter,Stephen King,1980-09-29T00:00:00Z,English,Viking Press,"horror fiction, thriller, science fiction",N
Heist Society,Ally Carter,2010-02-09T00:00:00Z,English,Disney Publishing Worldwide,crime fiction,N
The Conan Chronicles,Robert E. Howard,1989-01-01T00:00:00Z,English,Sphere Books,"sword and sorcery, fantasy",Y
The New Centurions,Joseph Wambaugh,1971-01-30T00:00:00Z,English,"Little, Brown and Company",detective fiction,N
The Green Pearl,Jack Vance,1985-01-01T00:00:00Z,English,,fantasy literature,Y
Zomia ou l’art de ne pas être gouverné,James C. Scott,2009-01-01T00:00:00Z,English,Yale University Press,essay,N
Company K,William March,1933-01-01T00:00:00Z,English,Victor Gollancz Ltd,military fiction,N
