"wiki_7768","bbe_49614","0.8666666666666666"
"wiki_1487","bbe_517","0.95"
"wiki_9196","bbe_13342","0.95"
"wiki_921","bbe_1808","0.95"
"wiki_6687","bbe_25937","0.95"
"wiki_6186","bbe_565","0.95"
"wiki_62","bbe_16131","0.95"
"wiki_1347","bbe_4153","0.95"
"wiki_6579","bbe_42604","0.95"
"wiki_7371","bbe_8076","0.95"
"wiki_9651","bbe_5144","0.95"
"wiki_7113","bbe_204","0.95"
"wiki_2428","bbe_6730","0.95"
"wiki_10374","bbe_1890","0.95"
"wiki_9632","bbe_18689","0.95"
"wiki_5325","bbe_142","0.95"
"wiki_2008","bbe_10533","0.95"
"wiki_4765","bbe_10635","0.95"
"wiki_322","bbe_22307","0.95"
"wiki_11202","bbe_36080","0.95"
"wiki_582","bbe_8497","0.95"
"wiki_7616","bbe_13321","0.95"
"wiki_8827","bbe_14203","0.95"
"wiki_5959","bbe_6465","0.95"
"wiki_9393","bbe_1936","0.95"
"wiki_560","bbe_32961","0.95"
"wiki_8046","bbe_13300","0.95"
"wiki_6031","bbe_17423","0.95"
"wiki_1184","bbe_11325","0.95"
"wiki_3762","bbe_17538","0.95"
"wiki_698","bbe_38066","0.95"
"wiki_8995","bbe_31930","0.95"
"wiki_7633","bbe_17884","0.95"
"wiki_9426","bbe_12291","0.95"
"wiki_11699","bbe_34261","0.95"
"wiki_1403","bbe_8137","0.95"
"wiki_6667","bbe_7804","0.95"
"wiki_9754","bbe_7973","0.95"
"wiki_11454","bbe_35856","0.95"
"wiki_5204","bbe_6094","0.95"
"wiki_2644","bbe_36","0.95"
"wiki_7169","bbe_9618","0.95"
"wiki_5963","bbe_47606","0.95"
"wiki_2930","bbe_337","0.95"
"wiki_4308","bbe_3299","0.95"
"wiki_2131","bbe_8497","0.95"
"wiki_11575","bbe_1172","0.8624999999999999"
"wiki_11652","bbe_3110","0.95"
"wiki_5171","bbe_5568","0.95"
"wiki_8787","bbe_4350","0.95"
"wiki_9204","bbe_37269","0.95"
"wiki_6594","bbe_51791","0.95"
"wiki_5139","bbe_254","0.95"
"wiki_6968","bbe_18595","0.95"
"wiki_8902","bbe_557","0.95"
"wiki_4255","bbe_20869","0.95"
"wiki_3317","bbe_2247","0.95"
"wiki_8307","bbe_67","0.95"
"wiki_6335","bbe_1535","0.95"
"wiki_5225","bbe_16294","0.95"
"wiki_6307","bbe_13307","0.95"
"wiki_10835","bbe_39589","0.95"
"wiki_7228","bbe_633","0.95"
"wiki_5724","bbe_3172","0.95"
"wiki_2308","bbe_11125","0.95"
"wiki_3712","bbe_16244","0.95"
"wiki_7505","bbe_745","0.95"
"wiki_1126","bbe_4676","0.95"
"wiki_5746","bbe_16115","0.95"
"wiki_9188","bbe_31596","0.95"
"wiki_9266","bbe_41452","0.95"
"wiki_6833","bbe_17692","0.95"
"wiki_10164","bbe_27820","0.95"
"wiki_6529","bbe_387","0.95"
"wiki_4812","bbe_15472","0.95"
"wiki_5713","bbe_480","0.95"
"wiki_871","bbe_12394","0.95"
"wiki_9099","bbe_2421","0.95"
"wiki_8418","bbe_16299","0.95"
"wiki_9990","bbe_49775","0.95"
"wiki_5306","bbe_30106","0.95"
"wiki_4966","bbe_35","0.95"
"wiki_247","bbe_4737","0.95"
"wiki_8354","bbe_461","0.95"
"wiki_11763","bbe_45973","0.95"
"wiki_8508","bbe_31479","0.95"
"wiki_1656","bbe_31552","0.95"
"wiki_1027","bbe_22307","0.95"
"wiki_4152","bbe_113","0.95"
"wiki_1717","bbe_291","0.95"
"wiki_9584","bbe_2235","0.95"
"wiki_5993","bbe_376","0.95"
"wiki_4122","bbe_27820","0.95"
"wiki_11067","bbe_43097","0.95"
"wiki_9116","bbe_2627","0.95"
"wiki_489","bbe_12688","0.95"
"wiki_10762","bbe_46835","0.95"
"wiki_2466","bbe_34556","0.95"
"wiki_11397","bbe_8596","0.95"
"wiki_6495","bbe_15814","0.95"
"wiki_9821","bbe_19966","0.95"
"wiki_8285","bbe_393","0.95"
"wiki_8622","bbe_15297","0.95"
"wiki_4193","bbe_48262","0.95"
"wiki_6326","bbe_11462","0.95"
"wiki_9710","bbe_19408","0.95"
"wiki_2542","bbe_8709","0.95"
"wiki_5200","bbe_6153","0.95"
"wiki_8195","bbe_34012","0.95"
"wiki_3129","bbe_1165","0.95"
"wiki_6937","bbe_4061","0.95"
"wiki_9829","bbe_17241","0.95"
"wiki_8844","bbe_4429","0.95"
"wiki_3394","bbe_34413","0.95"
"wiki_6936","bbe_192","0.95"
"wiki_4367","bbe_16136","0.95"
"wiki_4379","bbe_13266","0.95"
"wiki_5456","bbe_440","0.95"
"wiki_2262","bbe_49818","0.95"
"wiki_2100","bbe_480","0.95"
"wiki_2364","bbe_1974","0.95"
"wiki_2315","bbe_9393","0.95"
"wiki_11601","bbe_48506","0.95"
"wiki_5930","bbe_7512","0.95"
"wiki_2859","bbe_30106","0.95"
"wiki_5825","bbe_28","0.95"
"wiki_3205","bbe_17553","0.95"
"wiki_9743","bbe_29728","0.95"
"wiki_9678","bbe_27903","0.95"
"wiki_7540","bbe_38513","0.95"
"wiki_10362","bbe_42653","0.95"
"wiki_142","bbe_1573","0.95"
"wiki_7645","bbe_69","0.95"
"wiki_2778","bbe_15909","0.95"
"wiki_598","bbe_31700","0.95"
"wiki_1587","bbe_28421","0.95"
"wiki_4280","bbe_360","0.95"
"wiki_6316","bbe_97","0.95"
"wiki_9979","bbe_17401","0.95"
"wiki_11500","bbe_31248","0.95"
"wiki_8929","bbe_26998","0.95"
"wiki_836","bbe_49887","0.95"
"wiki_4811","bbe_5429","0.95"
"wiki_946","bbe_4591","0.95"
"wiki_1895","bbe_44357","0.95"
"wiki_2182","bbe_3418","0.95"
"wiki_2094","bbe_26853","0.95"
"wiki_3479","bbe_40770","0.95"
"wiki_1632","bbe_20848","0.95"
"wiki_6430","bbe_520","0.95"
"wiki_7405","bbe_24928","0.95"
"wiki_5476","bbe_6755","0.95"
"wiki_5960","bbe_16103","0.95"
"wiki_10932","bbe_1305","0.95"
"wiki_6763","bbe_32523","0.95"
"wiki_1207","bbe_50427","0.95"
"wiki_8623","bbe_34372","0.95"
"wiki_7701","bbe_35776","0.95"
"wiki_11613","bbe_22383","0.95"
"wiki_11578","bbe_25741","0.95"
"wiki_8026","bbe_5907","0.95"
"wiki_1689","bbe_21825","0.95"
"wiki_2186","bbe_565","0.95"
"wiki_8364","bbe_9738","0.95"
"wiki_4564","bbe_16356","0.95"
"wiki_11255","bbe_10897","0.95"
"wiki_1696","bbe_25060","0.95"
"wiki_8402","bbe_5497","0.95"
"wiki_3858","bbe_9030","0.95"
"wiki_8610","bbe_4424","0.95"
"wiki_11682","bbe_39785","0.8666666666666666"
"wiki_4410","bbe_6620","0.95"
"wiki_5269","bbe_2497","0.95"
"wiki_10543","bbe_14634","0.95"
"wiki_11766","bbe_1049","0.95"
"wiki_11604","bbe_917","0.95"
"wiki_9828","bbe_40050","0.95"
"wiki_11830","bbe_44357","0.95"
"wiki_6246","bbe_10380","0.95"
"wiki_1655","bbe_24433","0.95"
"wiki_2312","bbe_50191","0.95"
"wiki_2745","bbe_5118","0.8666666666666666"
"wiki_8721","bbe_39595","0.95"
"wiki_5798","bbe_10893","0.95"
"wiki_9980","bbe_14338","0.95"
"wiki_10342","bbe_45280","0.95"
"wiki_4609","bbe_14380","0.95"
"wiki_11230","bbe_47173","0.95"
"wiki_10038","bbe_40177","0.95"
"wiki_7282","bbe_2120","0.95"
"wiki_9740","bbe_52358","0.95"
"wiki_9798","bbe_44","0.95"
"wiki_10069","bbe_16130","0.95"
"wiki_5551","bbe_29280","0.95"
"wiki_1227","bbe_49274","0.95"
"wiki_4123","bbe_15501","0.95"
"wiki_5424","bbe_29280","0.95"
"wiki_3067","bbe_43317","0.95"
"wiki_9899","bbe_29666","0.95"
"wiki_3357","bbe_5010","0.95"
"wiki_7966","bbe_706","0.95"
"wiki_9603","bbe_21435","0.95"
"wiki_6839","bbe_11172","0.95"
"wiki_4141","bbe_3785","0.95"
"wiki_11841","bbe_38573","0.95"
"wiki_3849","bbe_14815","0.95"
"wiki_7868","bbe_13785","0.95"
"wiki_9368","bbe_50877","0.95"
"wiki_10189","bbe_39135","0.95"
"wiki_10580","bbe_10774","0.95"
"wiki_734","bbe_12076","0.95"
"wiki_4504","bbe_31998","0.95"
"wiki_4077","bbe_15273","0.95"
"wiki_4118","bbe_8675","0.95"
"wiki_3389","bbe_8555","0.95"
"wiki_2288","bbe_508","0.95"
"wiki_5943","bbe_949","0.95"
"wiki_9871","bbe_43276","0.95"
"wiki_2107","bbe_9198","0.95"
"wiki_2727","bbe_39126","0.95"
"wiki_11352","bbe_39066","0.95"
"wiki_4294","bbe_38","0.95"
"wiki_1875","bbe_14217","0.8666666666666666"
"wiki_7962","bbe_5554","0.95"
"wiki_7232","bbe_3617","0.95"
"wiki_3468","bbe_4389","0.95"
"wiki_111","bbe_1744","0.95"
"wiki_4001","bbe_15021","0.95"
"wiki_11844","bbe_27618","0.95"
"wiki_9566","bbe_2410","0.95"
"wiki_3484","bbe_16295","0.95"
"wiki_9906","bbe_49841","0.8666666666666666"
"wiki_10542","bbe_36665","0.95"
"wiki_4761","bbe_840","0.95"
"wiki_4577","bbe_15259","0.8666666666666666"
"wiki_9187","bbe_49728","0.8666666666666666"
"wiki_10227","bbe_30848","0.95"
"wiki_9595","bbe_1252","0.95"
"wiki_324","bbe_49487","0.95"
"wiki_11270","bbe_14714","0.95"
"wiki_534","bbe_13528","0.95"
"wiki_10015","bbe_10960","0.95"
"wiki_140","bbe_462","0.95"
"wiki_9727","bbe_7233","0.95"
"wiki_6148","bbe_757","0.95"
"wiki_7506","bbe_9546","0.95"
"wiki_2713","bbe_36428","0.95"
"wiki_7617","bbe_3351","0.95"
"wiki_6768","bbe_4620","0.95"
"wiki_8479","bbe_580","0.95"
"wiki_3150","bbe_35556","0.95"
"wiki_4786","bbe_36790","0.95"
"wiki_7426","bbe_11391","0.95"
"wiki_9804","bbe_38926","0.95"
"wiki_6433","bbe_36530","0.95"
"wiki_937","bbe_2421","0.95"
"wiki_1190","bbe_42707","0.95"
"wiki_10346","bbe_3646","0.95"
"wiki_3798","bbe_839","0.95"
"wiki_5125","bbe_55","0.95"
"wiki_4211","bbe_3450","0.95"
"wiki_6682","bbe_1811","0.95"
"wiki_7287","bbe_41105","0.95"
"wiki_11324","bbe_46535","0.95"
"wiki_8240","bbe_3529","0.95"
"wiki_9333","bbe_3730","0.95"
"wiki_8242","bbe_24673","0.95"
"wiki_7090","bbe_26329","0.95"
"wiki_3952","bbe_17711","0.95"
"wiki_3055","bbe_20869","0.95"
"wiki_5645","bbe_10842","0.95"
"wiki_10489","bbe_5328","0.95"
"wiki_4103","bbe_17625","0.95"
"wiki_11597","bbe_48479","0.95"
"wiki_6250","bbe_15413","0.95"
"wiki_9059","bbe_48039","0.95"
"wiki_10242","bbe_8694","0.95"
"wiki_445","bbe_21435","0.95"
"wiki_1385","bbe_8557","0.95"
"wiki_1427","bbe_4209","0.95"
"wiki_5611","bbe_1532","0.95"
"wiki_6598","bbe_38010","0.95"
"wiki_11057","bbe_18757","0.95"
"wiki_5729","bbe_12100","0.95"
"wiki_7417","bbe_3172","0.95"
"wiki_2019","bbe_43660","0.95"
"wiki_5099","bbe_45095","0.95"
"wiki_6927","bbe_39337","0.95"
"wiki_3575","bbe_1605","0.95"
"wiki_7757","bbe_287","0.95"
"wiki_9747","bbe_5203","0.95"
"wiki_1713","bbe_4616","0.95"
"wiki_8399","bbe_5611","0.95"
"wiki_3658","bbe_15365","0.95"
"wiki_1646","bbe_34807","0.95"
"wiki_2591","bbe_36016","0.95"
"wiki_5175","bbe_17561","0.95"
"wiki_6350","bbe_29316","0.95"
"wiki_4934","bbe_345","0.95"
