"bbe_41383","fdb_5489","0.95"
"bbe_10087","fdb_4628","0.95"
"bbe_2970","fdb_5103","0.95"
"bbe_47698","fdb_1930","0.95"
"bbe_12546","fdb_3863","0.95"
"bbe_12036","fdb_15947","0.95"
"bbe_12110","fdb_6745","0.95"
"bbe_49464","fdb_1142","0.95"
"bbe_116","fdb_337","0.95"
"bbe_33014","fdb_6662","0.95"
"bbe_37784","fdb_878","0.95"
"bbe_28858","fdb_12724","0.95"
"bbe_147","fdb_2589","0.95"
"bbe_45009","fdb_5509","0.95"
"bbe_46775","fdb_2161","0.95"
"bbe_1232","fdb_5824","0.95"
"bbe_26915","fdb_3861","0.95"
"bbe_18783","fdb_10774","0.95"
"bbe_7","fdb_90","0.95"
"bbe_37339","fdb_3609","0.95"
"bbe_2270","fdb_7428","0.95"
"bbe_39491","fdb_7510","0.95"
"bbe_13454","fdb_9071","0.95"
"bbe_45330","fdb_5297","0.95"
"bbe_21372","fdb_565","0.95"
"bbe_22324","fdb_7959","0.95"
"bbe_43347","fdb_12660","0.95"
"bbe_46103","fdb_9645","0.95"
"bbe_45831","fdb_7522","0.95"
"bbe_9510","fdb_7152","0.95"
"bbe_7598","fdb_3008","0.95"
"bbe_12383","fdb_3325","0.95"
"bbe_3187","fdb_5389","0.95"
"bbe_31140","fdb_14431","0.95"
"bbe_14971","fdb_10777","0.95"
"bbe_23729","fdb_8359","0.95"
"bbe_596","fdb_1635","0.95"
"bbe_4506","fdb_3886","0.95"
"bbe_10208","fdb_14300","0.95"
"bbe_46479","fdb_4182","0.95"
"bbe_50158","fdb_8896","0.95"
"bbe_35876","fdb_6317","0.95"
"bbe_32874","fdb_1464","0.95"
"bbe_40559","fdb_8175","0.95"
"bbe_43611","fdb_963","0.95"
"bbe_3264","fdb_8038","0.95"
"bbe_3714","fdb_6823","0.95"
"bbe_7230","fdb_6668","0.95"
"bbe_6280","fdb_5033","0.95"
"bbe_15199","fdb_5903","0.95"
"bbe_18331","fdb_8","0.95"
"bbe_2352","fdb_4323","0.95"
"bbe_15157","fdb_1409","0.8666666666666666"
"bbe_15421","fdb_12453","0.95"
"bbe_5334","fdb_16511","0.95"
"bbe_26650","fdb_6839","0.95"
"bbe_5764","fdb_1901","0.95"
"bbe_20190","fdb_13704","0.95"
"bbe_10251","fdb_4497","0.95"
"bbe_28763","fdb_6918","0.95"
"bbe_1203","fdb_10375","0.95"
"bbe_11475","fdb_5145","0.95"
"bbe_31224","fdb_13610","0.95"
"bbe_6180","fdb_1206","0.95"
"bbe_13992","fdb_322","0.95"
"bbe_10047","fdb_7676","0.95"
"bbe_17580","fdb_4767","0.95"
"bbe_43709","fdb_3161","0.95"
"bbe_4153","fdb_14504","0.95"
"bbe_51747","fdb_1872","0.8666666666666666"
"bbe_5055","fdb_5960","0.95"
"bbe_49966","fdb_2555","0.95"
"bbe_7298","fdb_4785","0.95"
"bbe_31357","fdb_15858","0.95"
"bbe_22947","fdb_14809","0.85"
"bbe_6903","fdb_11511","0.95"
"bbe_461","fdb_43","0.95"
"bbe_5465","fdb_82","0.95"
"bbe_4508","fdb_13600","0.95"
"bbe_24813","fdb_4257","0.95"
"bbe_7498","fdb_503","0.95"
"bbe_4552","fdb_8409","0.95"
"bbe_28475","fdb_1932","0.95"
"bbe_30533","fdb_4703","0.95"
"bbe_33302","fdb_3453","0.95"
"bbe_1044","fdb_1728","0.95"
"bbe_52422","fdb_13832","0.95"
"bbe_2154","fdb_5898","0.95"
"bbe_32640","fdb_3462","0.95"
"bbe_25891","fdb_2346","0.95"
"bbe_11725","fdb_7314","0.95"
"bbe_27017","fdb_10739","0.95"
"bbe_2098","fdb_6219","0.95"
"bbe_7454","fdb_8556","0.95"
"bbe_7911","fdb_5034","0.95"
"bbe_40804","fdb_8757","0.95"
"bbe_3981","fdb_142","0.95"
"bbe_52138","fdb_1504","0.95"
"bbe_47073","fdb_1425","0.95"
"bbe_26723","fdb_6376","0.95"
"bbe_45913","fdb_8158","0.95"
"bbe_14765","fdb_6775","0.95"
"bbe_2410","fdb_6888","0.95"
"bbe_46986","fdb_630","0.95"
"bbe_49785","fdb_399","0.95"
"bbe_7020","fdb_556","0.95"
"bbe_36467","fdb_6685","0.95"
"bbe_29941","fdb_13121","0.95"
"bbe_17430","fdb_14429","0.95"
"bbe_44884","fdb_611","0.95"
"bbe_49423","fdb_5882","0.95"
"bbe_37909","fdb_3461","0.95"
"bbe_866","fdb_4","0.95"
"bbe_16718","fdb_60","0.95"
"bbe_9785","fdb_48","0.95"
"bbe_2856","fdb_3589","0.95"
"bbe_2593","fdb_665","0.95"
"bbe_8057","fdb_8785","0.95"
"bbe_12970","fdb_6269","0.95"
"bbe_20689","fdb_10700","0.95"
"bbe_31040","fdb_11266","0.95"
"bbe_3374","fdb_6359","0.95"
"bbe_20419","fdb_16071","0.95"
"bbe_7272","fdb_3617","0.95"
"bbe_35469","fdb_10063","0.95"
"bbe_1197","fdb_4384","0.95"
"bbe_48508","fdb_6179","0.95"
"bbe_4736","fdb_4593","0.95"
"bbe_6662","fdb_397","0.95"
"bbe_12741","fdb_3591","0.95"
"bbe_14577","fdb_15652","0.95"
"bbe_31551","fdb_9879","0.95"
"bbe_1012","fdb_2376","0.95"
"bbe_8211","fdb_12417","0.95"
"bbe_14252","fdb_2953","0.95"
"bbe_41589","fdb_758","0.95"
"bbe_2322","fdb_9487","0.95"
"bbe_16438","fdb_1233","0.95"
"bbe_7515","fdb_13111","0.95"
