"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch"
"LinearCombinationMatchingRule","bbe_52445","fdb_8077","0.2333333333333333",
"LinearCombinationMatchingRule","bbe_41794","fdb_13954","0.0",
"LinearCombinationMatchingRule","bbe_25243","fdb_4986","0.0",
"LinearCombinationMatchingRule","bbe_25288","fdb_719","0.0",
"LinearCombinationMatchingRule","bbe_14685","fdb_11846","0.09999999999999999",
"LinearCombinationMatchingRule","bbe_2244","fdb_7040","0.0",
"LinearCombinationMatchingRule","bbe_4115","fdb_4921","0.0",
"LinearCombinationMatchingRule","bbe_12035","fdb_16409","0.2333333333333333",
"LinearCombinationMatchingRule","bbe_39436","fdb_1825","0.0",
"LinearCombinationMatchingRule","bbe_43437","fdb_16353","0.0",
"LinearCombinationMatchingRule","bbe_50094","fdb_9516","0.0",
"LinearCombinationMatchingRule","bbe_14013","fdb_14305","0.2333333333333333",
"LinearCombinationMatchingRule","bbe_23974","fdb_11358","0.0",
"LinearCombinationMatchingRule","bbe_20455","fdb_5563","0.0",
"LinearCombinationMatchingRule","bbe_48297","fdb_15324","NaN",
"LinearCombinationMatchingRule","bbe_50513","fdb_12444","0.0",
"LinearCombinationMatchingRule","bbe_12656","fdb_14241","0.0",
"LinearCombinationMatchingRule","bbe_11965","fdb_14249","NaN",
"LinearCombinationMatchingRule","bbe_38446","fdb_1588","NaN","1"
"LinearCombinationMatchingRule","bbe_51169","fdb_4951","0.09999999999999999",
"LinearCombinationMatchingRule","bbe_47698","fdb_1930","0.95",
"LinearCombinationMatchingRule","bbe_15564","fdb_6952","0.15555555555555553",
"LinearCombinationMatchingRule","bbe_33845","fdb_15973","0.175",
"LinearCombinationMatchingRule","bbe_47150","fdb_10994","0.0",
"LinearCombinationMatchingRule","bbe_11473","fdb_8208","NaN",
"LinearCombinationMatchingRule","bbe_11950","fdb_11288","0.0",
"LinearCombinationMatchingRule","bbe_48184","fdb_43","0.2333333333333333",
"LinearCombinationMatchingRule","bbe_3113","fdb_9531","0.0",
"LinearCombinationMatchingRule","bbe_216","fdb_14301","0.0",
"LinearCombinationMatchingRule","bbe_52306","fdb_3184","0.11666666666666665",
"LinearCombinationMatchingRule","bbe_39864","fdb_4470","0.0",
"LinearCombinationMatchingRule","bbe_3684","fdb_13503","0.0",
"LinearCombinationMatchingRule","bbe_50630","fdb_13579","0.0",
"LinearCombinationMatchingRule","bbe_24153","fdb_10882","0.0",
"LinearCombinationMatchingRule","bbe_33587","fdb_13467","0.2333333333333333",
"LinearCombinationMatchingRule","bbe_35684","fdb_10477","0.0",
"LinearCombinationMatchingRule","bbe_5322","fdb_3646","0.0",
"LinearCombinationMatchingRule","bbe_10618","fdb_2272","0.0",
"LinearCombinationMatchingRule","bbe_10281","fdb_6316","0.7",
"LinearCombinationMatchingRule","bbe_38275","fdb_11924","0.0",
"LinearCombinationMatchingRule","bbe_1929","fdb_2544","0.0",
"LinearCombinationMatchingRule","bbe_30623","fdb_17249","0.11666666666666665",
"LinearCombinationMatchingRule","bbe_16241","fdb_11624","0.0",
"LinearCombinationMatchingRule","bbe_16482","fdb_1756","0.0",
"LinearCombinationMatchingRule","bbe_14519","fdb_2545","0.2333333333333333",
"LinearCombinationMatchingRule","bbe_9410","fdb_10678","0.2333333333333333",
"LinearCombinationMatchingRule","bbe_51657","fdb_6928","0.0",
"LinearCombinationMatchingRule","bbe_22350","fdb_1529","0.42",
"LinearCombinationMatchingRule","bbe_5234","fdb_9008","NaN",
"LinearCombinationMatchingRule","bbe_6051","fdb_2189","0.0",
"LinearCombinationMatchingRule","bbe_33733","fdb_7727","0.0",
"LinearCombinationMatchingRule","bbe_23639","fdb_14158","0.09333333333333332",
"LinearCombinationMatchingRule","bbe_9636","fdb_12136","0.7",
"LinearCombinationMatchingRule","bbe_9679","fdb_10901","0.0",
"LinearCombinationMatchingRule","bbe_7576","fdb_4503","0.0",
"LinearCombinationMatchingRule","bbe_1046","fdb_9101","NaN",
"LinearCombinationMatchingRule","bbe_4009","fdb_13494","0.0",
"LinearCombinationMatchingRule","bbe_45291","fdb_15580","0.0",
"LinearCombinationMatchingRule","bbe_451","fdb_15806","0.3",
"LinearCombinationMatchingRule","bbe_7995","fdb_704","0.0",
"LinearCombinationMatchingRule","bbe_28821","fdb_7707","0.19999999999999998",
"LinearCombinationMatchingRule","bbe_11779","fdb_13949","0.0",
"LinearCombinationMatchingRule","bbe_11307","fdb_1574","0.19999999999999998",
"LinearCombinationMatchingRule","bbe_27450","fdb_319","0.0",
"LinearCombinationMatchingRule","bbe_40435","fdb_212","0.0",
"LinearCombinationMatchingRule","bbe_11117","fdb_4082","0.0",
"LinearCombinationMatchingRule","bbe_11558","fdb_4286","0.0",
"LinearCombinationMatchingRule","bbe_4922","fdb_1632","0.0",
"LinearCombinationMatchingRule","bbe_2970","fdb_5103","0.95",
"LinearCombinationMatchingRule","bbe_4211","fdb_17176","0.0",
"LinearCombinationMatchingRule","bbe_35061","fdb_5291","0.13999999999999999",
"LinearCombinationMatchingRule","bbe_17774","fdb_11399","0.09333333333333332",
"LinearCombinationMatchingRule","bbe_30925","fdb_2939","0.0",
"LinearCombinationMatchingRule","bbe_48422","fdb_7727","0.0",
"LinearCombinationMatchingRule","bbe_13622","fdb_6499","0.0",
"LinearCombinationMatchingRule","bbe_30115","fdb_9346","0.0",
"LinearCombinationMatchingRule","bbe_34481","fdb_12797","0.42",
"LinearCombinationMatchingRule","bbe_12180","fdb_6572","0.0",
"LinearCombinationMatchingRule","bbe_22469","fdb_12774","0.0",
"LinearCombinationMatchingRule","bbe_41816","fdb_17187","0.0",
"LinearCombinationMatchingRule","bbe_42793","fdb_8932","0.0",
"LinearCombinationMatchingRule","bbe_3819","fdb_10533","NaN",
"LinearCombinationMatchingRule","bbe_16548","fdb_2493","0.0",
"LinearCombinationMatchingRule","bbe_35993","fdb_7291","0.09333333333333332",
"LinearCombinationMatchingRule","bbe_14056","fdb_14216","0.2333333333333333",
"LinearCombinationMatchingRule","bbe_2961","fdb_2785","0.0",
"LinearCombinationMatchingRule","bbe_23025","fdb_8938","0.0",
"LinearCombinationMatchingRule","bbe_24422","fdb_3889","0.0",
"LinearCombinationMatchingRule","bbe_14626","fdb_1311","0.0",
"LinearCombinationMatchingRule","bbe_10338","fdb_10526","0.0",
"LinearCombinationMatchingRule","bbe_8761","fdb_4854","0.0",
"LinearCombinationMatchingRule","bbe_31692","fdb_11546","NaN",
"LinearCombinationMatchingRule","bbe_25921","fdb_6070","0.0",
"LinearCombinationMatchingRule","bbe_41383","fdb_5489","0.95",
"LinearCombinationMatchingRule","bbe_5076","fdb_3747","0.35",
"LinearCombinationMatchingRule","bbe_30233","fdb_5114","0.42",
"LinearCombinationMatchingRule","bbe_13167","fdb_8415","0.0",
"LinearCombinationMatchingRule","bbe_16432","fdb_9842","0.0",
"LinearCombinationMatchingRule","bbe_4589","fdb_11883","0.0",
"LinearCombinationMatchingRule","bbe_28828","fdb_6273","0.0",
"LinearCombinationMatchingRule","bbe_16377","fdb_8308","0.175",
"LinearCombinationMatchingRule","bbe_22688","fdb_8460","0.1909090909090909",
"LinearCombinationMatchingRule","bbe_46402","fdb_7350","0.0",
"LinearCombinationMatchingRule","bbe_52150","fdb_181","0.15555555555555553",
"LinearCombinationMatchingRule","bbe_38567","fdb_3373","0.0",
"LinearCombinationMatchingRule","bbe_20331","fdb_12904","0.35",
"LinearCombinationMatchingRule","bbe_18350","fdb_12625","0.13999999999999999",
"LinearCombinationMatchingRule","bbe_32702","fdb_4690","0.0",
"LinearCombinationMatchingRule","bbe_51068","fdb_5555","0.0",
"LinearCombinationMatchingRule","bbe_18207","fdb_12916","0.0",
"LinearCombinationMatchingRule","bbe_13120","fdb_2256","0.35",
"LinearCombinationMatchingRule","bbe_7288","fdb_12522","0.0",
"LinearCombinationMatchingRule","bbe_11678","fdb_11403","0.0",
"LinearCombinationMatchingRule","bbe_43199","fdb_758","0.0",
"LinearCombinationMatchingRule","bbe_26593","fdb_9790","0.0",
"LinearCombinationMatchingRule","bbe_9377","fdb_10245","0.2333333333333333",
"LinearCombinationMatchingRule","bbe_21040","fdb_7161","0.2333333333333333",
"LinearCombinationMatchingRule","bbe_44424","fdb_10401","0.0",
"LinearCombinationMatchingRule","bbe_34824","fdb_3096","NaN",
"LinearCombinationMatchingRule","bbe_5688","fdb_10542","0.2333333333333333",
"LinearCombinationMatchingRule","bbe_8358","fdb_1606","0.2333333333333333",
"LinearCombinationMatchingRule","bbe_29765","fdb_3934","0.0",
"LinearCombinationMatchingRule","bbe_4358","fdb_13637","0.0",
"LinearCombinationMatchingRule","bbe_51774","fdb_3924","0.2333333333333333",
"LinearCombinationMatchingRule","bbe_36","fdb_16186","0.42",
"LinearCombinationMatchingRule","bbe_5708","fdb_7509","0.0",
"LinearCombinationMatchingRule","bbe_16705","fdb_6466","0.0",
"LinearCombinationMatchingRule","bbe_670","fdb_2984","0.0",
"LinearCombinationMatchingRule","bbe_25842","fdb_14641","0.0",
"LinearCombinationMatchingRule","bbe_27489","fdb_5344","0.2333333333333333",
"LinearCombinationMatchingRule","bbe_42383","fdb_15130","0.0",
"LinearCombinationMatchingRule","bbe_50350","fdb_12560","0.3",
"LinearCombinationMatchingRule","bbe_39451","fdb_4495","0.0",
"LinearCombinationMatchingRule","bbe_8048","fdb_4254","0.0",
"LinearCombinationMatchingRule","bbe_30273","fdb_14854","0.0",
"LinearCombinationMatchingRule","bbe_8612","fdb_17033","0.26249999999999996",
"LinearCombinationMatchingRule","bbe_17530","fdb_5818","0.0",
"LinearCombinationMatchingRule","bbe_10526","fdb_5685","0.35",
"LinearCombinationMatchingRule","bbe_41341","fdb_5006","0.0",
"LinearCombinationMatchingRule","bbe_4481","fdb_12555","0.0",
"LinearCombinationMatchingRule","bbe_33268","fdb_803","0.0",
"LinearCombinationMatchingRule","bbe_14753","fdb_12592","0.0",
"LinearCombinationMatchingRule","bbe_14648","fdb_14596","0.5249999999999999","0"
"LinearCombinationMatchingRule","bbe_8797","fdb_7329","0.0",
"LinearCombinationMatchingRule","bbe_27638","fdb_2446","0.2333333333333333",
"LinearCombinationMatchingRule","bbe_27489","fdb_12265","0.2333333333333333",
"LinearCombinationMatchingRule","bbe_39378","fdb_1804","0.2333333333333333",
"LinearCombinationMatchingRule","bbe_40690","fdb_212","0.0",
"LinearCombinationMatchingRule","bbe_30352","fdb_6009","0.0",
"LinearCombinationMatchingRule","bbe_9375","fdb_12796","NaN",
"LinearCombinationMatchingRule","bbe_25006","fdb_17071","0.2333333333333333",
"LinearCombinationMatchingRule","bbe_16347","fdb_2402","0.0",
"LinearCombinationMatchingRule","bbe_41933","fdb_10629","0.0",
"LinearCombinationMatchingRule","bbe_14579","fdb_6618","0.3",
"LinearCombinationMatchingRule","bbe_12083","fdb_6767","0.0",
"LinearCombinationMatchingRule","bbe_38536","fdb_9232","0.0",
"LinearCombinationMatchingRule","bbe_18789","fdb_9260","0.0",
"LinearCombinationMatchingRule","bbe_18093","fdb_1529","0.19999999999999998",
"LinearCombinationMatchingRule","bbe_13979","fdb_6223","0.0",
"LinearCombinationMatchingRule","bbe_51529","fdb_3912","0.0",
"LinearCombinationMatchingRule","bbe_7046","fdb_15243","0.0",
"LinearCombinationMatchingRule","bbe_9301","fdb_6036","0.0",
"LinearCombinationMatchingRule","bbe_13618","fdb_8495","0.0",
"LinearCombinationMatchingRule","bbe_1899","fdb_6295","0.2333333333333333",
"LinearCombinationMatchingRule","bbe_30316","fdb_1985","0.2333333333333333",
"LinearCombinationMatchingRule","bbe_1015","fdb_8435","0.0",
"LinearCombinationMatchingRule","bbe_42639","fdb_3408","0.0",
"LinearCombinationMatchingRule","bbe_20971","fdb_3103","0.0",
"LinearCombinationMatchingRule","bbe_1460","fdb_1703","0.0",
"LinearCombinationMatchingRule","bbe_28899","fdb_3496","0.0",
"LinearCombinationMatchingRule","bbe_17037","fdb_8140","0.0",
"LinearCombinationMatchingRule","bbe_5902","fdb_8695","NaN",
"LinearCombinationMatchingRule","bbe_36676","fdb_7170","NaN",
"LinearCombinationMatchingRule","bbe_26152","fdb_7844","0.0",
"LinearCombinationMatchingRule","bbe_20657","fdb_16703","0.2333333333333333",
"LinearCombinationMatchingRule","bbe_23996","fdb_13667","0.0",
"LinearCombinationMatchingRule","bbe_19158","fdb_4690","0.0",
"LinearCombinationMatchingRule","bbe_20753","fdb_3940","0.0",
"LinearCombinationMatchingRule","bbe_40059","fdb_7741","0.2333333333333333",
"LinearCombinationMatchingRule","bbe_347","fdb_9141","0.2333333333333333",
"LinearCombinationMatchingRule","bbe_11419","fdb_4251","0.4666666666666666",
"LinearCombinationMatchingRule","bbe_44716","fdb_292","0.0",
"LinearCombinationMatchingRule","bbe_51250","fdb_9724","0.0",
"LinearCombinationMatchingRule","bbe_7916","fdb_540","0.0",
"LinearCombinationMatchingRule","bbe_16147","fdb_2518","0.19999999999999998",
"LinearCombinationMatchingRule","bbe_17437","fdb_10946","0.42",
"LinearCombinationMatchingRule","bbe_42934","fdb_9744","NaN",
"LinearCombinationMatchingRule","bbe_16372","fdb_9470","0.0",
"LinearCombinationMatchingRule","bbe_2128","fdb_11095","0.2333333333333333",
"LinearCombinationMatchingRule","bbe_2595","fdb_788","0.0",
"LinearCombinationMatchingRule","bbe_6069","fdb_13306","0.0",
"LinearCombinationMatchingRule","bbe_2507","fdb_16525","0.0",
"LinearCombinationMatchingRule","bbe_23421","fdb_12005","0.16153846153846155",
"LinearCombinationMatchingRule","bbe_39210","fdb_11049","0.0",
"LinearCombinationMatchingRule","bbe_6019","fdb_13295","0.35",
"LinearCombinationMatchingRule","bbe_8550","fdb_14756","0.2333333333333333",
"LinearCombinationMatchingRule","bbe_15263","fdb_7666","0.0",
"LinearCombinationMatchingRule","bbe_41953","fdb_2519","0.0",
"LinearCombinationMatchingRule","bbe_35536","fdb_4870","0.42",
"LinearCombinationMatchingRule","bbe_25232","fdb_6952","0.0875",
"LinearCombinationMatchingRule","bbe_1095","fdb_7170","0.0",
"LinearCombinationMatchingRule","bbe_37300","fdb_2091","0.0",
"LinearCombinationMatchingRule","bbe_46464","fdb_1935","0.0",
"LinearCombinationMatchingRule","bbe_8857","fdb_7163","NaN",
"LinearCombinationMatchingRule","bbe_35662","fdb_1686","0.42",
"LinearCombinationMatchingRule","bbe_17740","fdb_2530","0.0",
"LinearCombinationMatchingRule","bbe_17683","fdb_7329","0.0",
"LinearCombinationMatchingRule","bbe_16990","fdb_503","0.0",
"LinearCombinationMatchingRule","bbe_29042","fdb_8801","0.0",
"LinearCombinationMatchingRule","bbe_41234","fdb_7138","0.0",
"LinearCombinationMatchingRule","bbe_46348","fdb_7191","0.0",
"LinearCombinationMatchingRule","bbe_39561","fdb_3096","0.0",
"LinearCombinationMatchingRule","bbe_15910","fdb_5747","0.0",
"LinearCombinationMatchingRule","bbe_4739","fdb_8232","0.0",
"LinearCombinationMatchingRule","bbe_6351","fdb_7839","0.11666666666666665",
"LinearCombinationMatchingRule","bbe_11230","fdb_15503","0.09999999999999999",
"LinearCombinationMatchingRule","bbe_39394","fdb_6644","0.0",
"LinearCombinationMatchingRule","bbe_10465","fdb_3737","0.0",
"LinearCombinationMatchingRule","bbe_43034","fdb_1961","0.0",
"LinearCombinationMatchingRule","bbe_44350","fdb_5658","0.0",
"LinearCombinationMatchingRule","bbe_3372","fdb_12100","0.0",
"LinearCombinationMatchingRule","bbe_51479","fdb_9449","0.7",
"LinearCombinationMatchingRule","bbe_9571","fdb_7254","0.0",
"LinearCombinationMatchingRule","bbe_41007","fdb_4043","0.0",
"LinearCombinationMatchingRule","bbe_10749","fdb_13953","NaN",
"LinearCombinationMatchingRule","bbe_17771","fdb_15660","0.2333333333333333",
"LinearCombinationMatchingRule","bbe_12555","fdb_8140","NaN",
"LinearCombinationMatchingRule","bbe_2903","fdb_11933","0.0",
"LinearCombinationMatchingRule","bbe_42943","fdb_7139","0.0",
"LinearCombinationMatchingRule","bbe_21294","fdb_16366","0.0",
"LinearCombinationMatchingRule","bbe_5070","fdb_420","0.0",
"LinearCombinationMatchingRule","bbe_28392","fdb_9728","0.0",
"LinearCombinationMatchingRule","bbe_21029","fdb_16042","0.0",
"LinearCombinationMatchingRule","bbe_12432","fdb_254","0.0",
"LinearCombinationMatchingRule","bbe_12656","fdb_4306","0.0",
"LinearCombinationMatchingRule","bbe_4961","fdb_1673","0.0",
"LinearCombinationMatchingRule","bbe_40310","fdb_9321","0.0",
"LinearCombinationMatchingRule","bbe_32126","fdb_10354","NaN",
"LinearCombinationMatchingRule","bbe_35349","fdb_8509","0.0",
"LinearCombinationMatchingRule","bbe_2094","fdb_10304","0.0",
"LinearCombinationMatchingRule","bbe_10087","fdb_4628","0.95",
"LinearCombinationMatchingRule","bbe_12823","fdb_4254","0.0",
"LinearCombinationMatchingRule","bbe_8216","fdb_2934","0.0",
"LinearCombinationMatchingRule","bbe_38","fdb_706","0.0",
"LinearCombinationMatchingRule","bbe_1575","fdb_10985","0.175",
"LinearCombinationMatchingRule","bbe_8501","fdb_9842","0.0",
"LinearCombinationMatchingRule","bbe_39964","fdb_12933","0.2333333333333333",
"LinearCombinationMatchingRule","bbe_5284","fdb_8020","0.0",
"LinearCombinationMatchingRule","bbe_18884","fdb_13072","0.0",
"LinearCombinationMatchingRule","bbe_47219","fdb_10882","0.0",
"LinearCombinationMatchingRule","bbe_16997","fdb_4239","0.0",
"LinearCombinationMatchingRule","bbe_18686","fdb_14741","0.19999999999999998",
"LinearCombinationMatchingRule","bbe_11822","fdb_13880","0.0",
"LinearCombinationMatchingRule","bbe_4197","fdb_3223","0.0",
"LinearCombinationMatchingRule","bbe_35295","fdb_14210","0.0",
"LinearCombinationMatchingRule","bbe_42320","fdb_16719","0.0",
"LinearCombinationMatchingRule","bbe_40673","fdb_7329","0.0",
"LinearCombinationMatchingRule","bbe_38805","fdb_5242","0.2333333333333333",
"LinearCombinationMatchingRule","bbe_47002","fdb_13984","0.0875",
"LinearCombinationMatchingRule","bbe_4177","fdb_13272","0.35",
"LinearCombinationMatchingRule","bbe_279","fdb_16650","0.0",
"LinearCombinationMatchingRule","bbe_44873","fdb_1703","0.0",
"LinearCombinationMatchingRule","bbe_40869","fdb_6103","0.0",
"LinearCombinationMatchingRule","bbe_4824","fdb_10562","0.0",
"LinearCombinationMatchingRule","bbe_35116","fdb_9121","0.0",
"LinearCombinationMatchingRule","bbe_28336","fdb_7320","0.0",
"LinearCombinationMatchingRule","bbe_8076","fdb_1626","0.35",
"LinearCombinationMatchingRule","bbe_33977","fdb_5685","0.0",
"LinearCombinationMatchingRule","bbe_11733","fdb_6623","0.0",
"LinearCombinationMatchingRule","bbe_33909","fdb_8272","NaN",
"LinearCombinationMatchingRule","bbe_29925","fdb_10348","0.0",
"LinearCombinationMatchingRule","bbe_8367","fdb_832","0.42",
"LinearCombinationMatchingRule","bbe_35724","fdb_10822","0.0",
"LinearCombinationMatchingRule","bbe_16971","fdb_5379","0.0",
"LinearCombinationMatchingRule","bbe_10117","fdb_5006","0.0",
"LinearCombinationMatchingRule","bbe_45823","fdb_15007","0.2333333333333333",
"LinearCombinationMatchingRule","bbe_17118","fdb_11101","0.19999999999999998",
"LinearCombinationMatchingRule","bbe_30288","fdb_9563","0.0",
"LinearCombinationMatchingRule","bbe_51674","fdb_2547","NaN",
"LinearCombinationMatchingRule","bbe_10221","fdb_7402","0.0",
"LinearCombinationMatchingRule","bbe_20038","fdb_9793","0.0",
"LinearCombinationMatchingRule","bbe_30527","fdb_4289","0.0",
"LinearCombinationMatchingRule","bbe_15649","fdb_3052","0.0",
"LinearCombinationMatchingRule","bbe_45240","fdb_13616","0.0",
"LinearCombinationMatchingRule","bbe_16282","fdb_9243","0.2333333333333333",
"LinearCombinationMatchingRule","bbe_141","fdb_5218","0.0",
"LinearCombinationMatchingRule","bbe_16841","fdb_11573","0.0",
"LinearCombinationMatchingRule","bbe_49508","fdb_2849","0.2333333333333333",
"LinearCombinationMatchingRule","bbe_19177","fdb_8232","0.0",
"LinearCombinationMatchingRule","bbe_4959","fdb_11294","0.0",
"LinearCombinationMatchingRule","bbe_11444","fdb_6466","0.0",
"LinearCombinationMatchingRule","bbe_26789","fdb_4495","0.0",
"LinearCombinationMatchingRule","bbe_51030","fdb_16861","0.0",
"LinearCombinationMatchingRule","bbe_14421","fdb_10017","0.0",
"LinearCombinationMatchingRule","bbe_43122","fdb_16050","NaN",
"LinearCombinationMatchingRule","bbe_37771","fdb_15476","0.2333333333333333",
"LinearCombinationMatchingRule","bbe_32090","fdb_610","0.0",
"LinearCombinationMatchingRule","bbe_26040","fdb_8286","NaN",
"LinearCombinationMatchingRule","bbe_33177","fdb_6432","0.0",
"LinearCombinationMatchingRule","bbe_26847","fdb_12085","0.0",
"LinearCombinationMatchingRule","bbe_18656","fdb_8797","0.0",
"LinearCombinationMatchingRule","bbe_7204","fdb_5111","0.0",
"LinearCombinationMatchingRule","bbe_11330","fdb_10728","0.0",
"LinearCombinationMatchingRule","bbe_25963","fdb_15975","0.0",
"LinearCombinationMatchingRule","bbe_18344","fdb_13096","0.0",
"LinearCombinationMatchingRule","bbe_16576","fdb_5032","0.3",
"LinearCombinationMatchingRule","bbe_80","fdb_12796","0.0",
"LinearCombinationMatchingRule","bbe_4779","fdb_15866","0.0",
"LinearCombinationMatchingRule","bbe_33778","fdb_176","0.19999999999999998",
"LinearCombinationMatchingRule","bbe_44113","fdb_3530","NaN",
"LinearCombinationMatchingRule","bbe_15833","fdb_2948","0.2333333333333333",
"LinearCombinationMatchingRule","bbe_38339","fdb_6337","0.0",
"LinearCombinationMatchingRule","bbe_41335","fdb_2875","0.0",
"LinearCombinationMatchingRule","bbe_15968","fdb_1688","NaN",
"LinearCombinationMatchingRule","bbe_38672","fdb_10899","0.1076923076923077",
"LinearCombinationMatchingRule","bbe_7625","fdb_3386","0.0",
"LinearCombinationMatchingRule","bbe_29942","fdb_1026","0.0",
"LinearCombinationMatchingRule","bbe_50791","fdb_1580","0.0",
"LinearCombinationMatchingRule","bbe_10859","fdb_10921","0.2333333333333333",
"LinearCombinationMatchingRule","bbe_32954","fdb_13639","0.0",
"LinearCombinationMatchingRule","bbe_754","fdb_13513","0.0",
"LinearCombinationMatchingRule","bbe_47514","fdb_8293","0.2333333333333333",
"LinearCombinationMatchingRule","bbe_52237","fdb_16588","0.0",
"LinearCombinationMatchingRule","bbe_44484","fdb_11858","NaN",
"LinearCombinationMatchingRule","bbe_32418","fdb_12805","0.0",
"LinearCombinationMatchingRule","bbe_5399","fdb_9215","0.0",
"LinearCombinationMatchingRule","bbe_2222","fdb_10651","0.0",
"LinearCombinationMatchingRule","bbe_684","fdb_6844","0.2333333333333333",
"LinearCombinationMatchingRule","bbe_15356","fdb_3483","0.0",
"LinearCombinationMatchingRule","bbe_2327","fdb_9547","0.13999999999999999",
"LinearCombinationMatchingRule","bbe_25359","fdb_5555","0.0",
"LinearCombinationMatchingRule","bbe_17729","fdb_12092","0.0",
"LinearCombinationMatchingRule","bbe_13449","fdb_12253","0.0",
"LinearCombinationMatchingRule","bbe_18657","fdb_11546","0.0",
"LinearCombinationMatchingRule","bbe_20531","fdb_10149","0.0",
"LinearCombinationMatchingRule","bbe_28052","fdb_12514","0.0",
"LinearCombinationMatchingRule","bbe_49839","fdb_14515","0.0",
"LinearCombinationMatchingRule","bbe_28787","fdb_4028","0.21",
"LinearCombinationMatchingRule","bbe_50287","fdb_3335","0.0",
"LinearCombinationMatchingRule","bbe_30925","fdb_2143","0.0",
"LinearCombinationMatchingRule","bbe_17870","fdb_11257","0.2333333333333333",
"LinearCombinationMatchingRule","bbe_28311","fdb_14406","0.0",
"LinearCombinationMatchingRule","bbe_11240","fdb_1904","0.2333333333333333",
"LinearCombinationMatchingRule","bbe_2004","fdb_10250","0.0",
"LinearCombinationMatchingRule","bbe_34351","fdb_137","0.2333333333333333",
"LinearCombinationMatchingRule","bbe_25231","fdb_10913","0.1076923076923077",
"LinearCombinationMatchingRule","bbe_41341","fdb_7866","0.0",
"LinearCombinationMatchingRule","bbe_42717","fdb_9783","NaN",
"LinearCombinationMatchingRule","bbe_10452","fdb_12514","NaN",
"LinearCombinationMatchingRule","bbe_30429","fdb_1040","0.2333333333333333",
"LinearCombinationMatchingRule","bbe_9332","fdb_12131","0.0",
"LinearCombinationMatchingRule","bbe_6376","fdb_14519","0.2333333333333333",
"LinearCombinationMatchingRule","bbe_8265","fdb_7535","0.2333333333333333",
"LinearCombinationMatchingRule","bbe_50121","fdb_14339","0.15555555555555553",
"LinearCombinationMatchingRule","bbe_12036","fdb_15947","0.95",
"LinearCombinationMatchingRule","bbe_13123","fdb_4983","0.175",
"LinearCombinationMatchingRule","bbe_17950","fdb_5911","0.0",
"LinearCombinationMatchingRule","bbe_37857","fdb_807","0.15555555555555553",
"LinearCombinationMatchingRule","bbe_9056","fdb_11740","0.07777777777777777",
"LinearCombinationMatchingRule","bbe_11548","fdb_7881","NaN",
"LinearCombinationMatchingRule","bbe_8361","fdb_6866","0.0",
"LinearCombinationMatchingRule","bbe_14774","fdb_2547","0.0",
"LinearCombinationMatchingRule","bbe_51341","fdb_2406","0.0",
"LinearCombinationMatchingRule","bbe_13287","fdb_1580","0.0",
"LinearCombinationMatchingRule","bbe_9554","fdb_8809","0.35",
"LinearCombinationMatchingRule","bbe_11310","fdb_14087","0.3",
"LinearCombinationMatchingRule","bbe_51835","fdb_7547","0.0",
"LinearCombinationMatchingRule","bbe_3684","fdb_3165","0.0",
"LinearCombinationMatchingRule","bbe_8501","fdb_6962","0.0",
"LinearCombinationMatchingRule","bbe_3175","fdb_3929","0.0",
"LinearCombinationMatchingRule","bbe_46941","fdb_8722","0.0",
"LinearCombinationMatchingRule","bbe_15127","fdb_14775","0.16153846153846155",
"LinearCombinationMatchingRule","bbe_19063","fdb_7360","0.0",
"LinearCombinationMatchingRule","bbe_23583","fdb_7483","0.13999999999999999",
"LinearCombinationMatchingRule","bbe_45671","fdb_8801","0.0",
"LinearCombinationMatchingRule","bbe_40187","fdb_10135","0.2333333333333333",
"LinearCombinationMatchingRule","bbe_31876","fdb_5665","0.0",
"LinearCombinationMatchingRule","bbe_26040","fdb_13096","0.0",
"LinearCombinationMatchingRule","bbe_928","fdb_9558","0.0",
"LinearCombinationMatchingRule","bbe_46219","fdb_15243","0.0",
"LinearCombinationMatchingRule","bbe_7894","fdb_3441","0.26249999999999996",
"LinearCombinationMatchingRule","bbe_40291","fdb_16311","0.175",
"LinearCombinationMatchingRule","bbe_5994","fdb_735","0.175",
"LinearCombinationMatchingRule","bbe_2216","fdb_14600","0.0",
"LinearCombinationMatchingRule","bbe_37379","fdb_8144","0.0",
"LinearCombinationMatchingRule","bbe_47267","fdb_3428","0.0",
"LinearCombinationMatchingRule","bbe_8587","fdb_12410","0.19999999999999998",
"LinearCombinationMatchingRule","bbe_19987","fdb_6829","0.2333333333333333",
"LinearCombinationMatchingRule","bbe_9523","fdb_2964","0.0",
"LinearCombinationMatchingRule","bbe_33478","fdb_7329","0.0",
"LinearCombinationMatchingRule","bbe_2201","fdb_4252","0.0",
"LinearCombinationMatchingRule","bbe_676","fdb_3787","NaN",
"LinearCombinationMatchingRule","bbe_43720","fdb_5577","0.0",
"LinearCombinationMatchingRule","bbe_23351","fdb_7741","0.13999999999999999",
"LinearCombinationMatchingRule","bbe_34461","fdb_11121","0.0",
"LinearCombinationMatchingRule","bbe_23848","fdb_12938","0.0",
"LinearCombinationMatchingRule","bbe_22138","fdb_10149","0.0",
"LinearCombinationMatchingRule","bbe_236","fdb_10853","0.19999999999999998",
"LinearCombinationMatchingRule","bbe_7204","fdb_1773","0.0",
